Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,Difficulty
jeweled,7,2293,7.74,657.16,-0.32,161.85,32.0,0.94,0.1901857640212447
jeweler,7,201,5.3,645.94,-0.43,169.47,34.0,1.0,0.3734085537851643
jewelled,8,272,5.61,819.93,0.31,233.84,27.0,0.84,0.633122411120429
jewelry,7,6135,8.72,619.91,-0.64,161.23,35.0,1.0,0.09654138395466443
jewels,6,933,6.84,610.97,-0.62,197.65,33.0,1.0,0.19549693781606567
jewish,6,26303,10.18,601.56,-0.64,107.19,32.0,1.0,0.03430662499047038
jewishness,10,215,5.37,834.7,0.32,259.68,30.0,0.94,0.6743157734238012
jews,4,25158,10.13,579.59,-0.58,160.78,34.0,1.0,0.02767401082564611
jezebel,7,239,5.48,757.52,0.04,220.28,21.0,0.66,0.5443826078117455
jib,3,220,5.39,891.0,0.5,399.66,10.0,0.29,0.7479606617366776
jiffy,5,235,5.46,818.25,0.01,279.46,28.0,0.85,0.6430586262102614
jig,3,887,6.79,726.79,-0.32,237.53,28.0,0.82,0.36771619526822696
jigger,6,17,2.83,941.22,0.42,316.76,18.0,0.53,0.9139539020609387
jiggle,6,247,5.51,755.52,-0.16,345.44,31.0,0.94,0.5384615384615384
jiggling,8,181,5.2,701.96,-0.12,165.36,24.0,0.75,0.4782343523671571
jiggly,6,23,3.14,716.03,-0.1,198.6,29.0,0.88,0.6849381210134431
jigsaw,6,415,6.03,680.07,-0.37,183.33,27.0,0.84,0.3618967751772509
jihad,5,4827,8.48,876.62,0.51,354.17,13.0,0.39,0.4592513532057635
jilt,4,0,0.0,821.48,0.07,241.26,21.0,0.66,0.9325303041854083
jilted,6,81,4.39,822.4,0.02,217.01,20.0,0.61,0.7336027038702956
jim,3,63481,11.06,563.09,-0.68,74.68,34.0,0.97,0.01092729536733501
jiminy,6,172,5.15,951.14,1.18,380.06,7.0,0.22,0.8277299179182231
jimmied,7,6,1.79,884.18,0.49,348.51,11.0,0.33,0.9146908591903636
jimmy,5,8167,9.01,679.53,-0.39,253.57,30.0,0.94,0.13478691774033696
jingle,6,439,6.08,681.9,-0.35,240.35,30.0,0.88,0.3602957993443623
jingled,7,9,2.2,809.57,-0.03,326.89,30.0,0.94,0.8514141953190516
jingling,8,45,3.81,917.9,0.43,353.11,30.0,0.94,0.8647810729079312
jinx,4,491,6.2,760.75,-0.03,304.74,28.0,0.85,0.482097024217936
jitterbug,9,120,4.79,744.06,-0.06,214.36,32.0,0.94,0.5869990597443521
jitters,7,145,4.98,726.3,-0.23,177.31,33.0,0.97,0.5401387512388504
jittery,7,143,4.96,735.26,-0.24,279.26,31.0,0.94,0.5555386140123504
jive,4,691,6.54,775.68,-0.01,238.25,28.0,0.8,0.47470204060887905
jiving,6,23,3.14,805.56,0.15,244.0,18.0,0.53,0.7960153490381439
jo,2,6909,8.84,714.59,-0.26,216.29,27.0,0.79,0.18439175624507637
joanne,6,1853,7.52,719.61,-0.23,301.37,31.0,0.94,0.29333434982592566
job,3,152135,11.93,511.73,-0.96,108.72,33.0,1.0,0.0021092221290437345
jobless,7,293,5.68,646.2,-0.45,176.23,35.0,1.0,0.3400167721277731
joblessness,11,48,3.87,931.13,0.34,388.39,24.0,0.73,0.8716169855912175
jobs,4,42367,10.65,693.18,-0.48,381.36,34.0,1.0,0.06947726868440446
jock,4,947,6.85,625.79,-0.59,250.16,33.0,1.0,0.2146324108663058
jockey,6,916,6.82,649.88,-0.47,351.0,34.0,0.97,0.24891362354196844
jockeying,9,79,4.37,853.57,0.31,284.79,28.0,0.82,0.7726614317298163
jockstrap,9,59,4.08,815.0,0.13,248.77,29.0,0.91,0.7458006149780183
jocose,6,1,0.0,739.0,0.14,180.82,4.0,0.12,0.8900409138268405
jocosity,8,0,0.0,1046.67,0.43,556.49,6.0,0.18,0.9888185814845875
jocular,7,60,4.09,807.0,0.22,247.49,19.0,0.56,0.7354069782216462
jocularity,10,6,1.79,940.67,0.67,362.1,12.0,0.39,0.9402302355721582
jocularly,9,11,2.4,854.33,0.67,197.88,12.0,0.39,0.8767502731823842
jocund,6,1,0.0,760.71,0.47,168.13,7.0,0.21,0.9033061421564891
jocundity,9,0,0.0,953.67,0.44,368.28,6.0,0.18,0.9749942822291683
joe,3,53952,10.9,548.09,-0.78,153.61,34.0,1.0,0.009859978145409265
joel,4,14485,9.58,647.7,-0.43,218.91,33.0,0.97,0.08048080099616274
joey,4,3282,8.1,653.97,-0.42,217.71,32.0,0.94,0.16241010393636757
jog,3,656,6.49,614.47,-0.61,185.97,34.0,0.97,0.2259154786409494
jogger,6,638,6.46,659.9,-0.38,271.27,31.0,0.97,0.29386800843688854
joggle,6,3,1.1,723.0,-0.11,323.42,19.0,0.58,0.8290513582882265
jogs,4,66,4.19,639.85,-0.51,226.55,33.0,0.97,0.46954334070290465
johannesburg,12,629,6.44,1065.95,0.88,481.71,22.0,0.71,0.8640949404081217
john,4,181799,12.11,607.16,-0.68,182.92,32.0,0.97,0.008436888516174938
johnny,6,8227,9.02,583.56,-0.68,136.35,32.0,0.97,0.05893115803918579
johnson,7,24424,10.1,591.15,-0.65,132.33,33.0,0.97,0.03212116591700338
join,4,43729,10.69,615.68,-0.68,191.67,34.0,1.0,0.029402048232573506
joined,6,11088,9.31,636.11,-0.65,376.84,35.0,1.0,0.08317450636578486
joiner,6,169,5.13,855.3,0.14,364.93,27.0,0.9,0.7220909252623822
joiners,7,66,4.19,712.19,-0.31,230.88,26.0,0.87,0.5902010114101294
joining,7,8226,9.02,637.29,-0.57,212.7,34.0,1.0,0.09692256867678077
joins,5,1998,7.6,639.13,-0.53,281.15,30.0,0.91,0.1783182130060227
joint,5,14742,9.6,585.84,-0.7,124.06,31.0,0.97,0.04159995934029631
jointly,7,1489,7.31,627.7,-0.51,148.42,33.0,0.97,0.18416304541180656
joints,6,2892,7.97,613.64,-0.62,203.04,33.0,1.0,0.1278493557978196
joist,5,52,3.95,767.96,-0.13,325.83,23.0,0.64,0.6937816065665422
joke,4,20262,9.92,578.22,-0.68,160.39,32.0,0.94,0.030901374806231098
joked,5,426,6.05,539.59,-0.82,101.01,34.0,1.0,0.1645193260654113
joker,5,1779,7.48,585.5,-0.68,227.68,32.0,0.97,0.12759523264974207
jokers,6,295,5.69,623.69,-0.52,224.55,32.0,1.0,0.3049731900078778
jokes,5,7331,8.9,531.58,-0.88,95.31,33.0,0.97,0.03555182841605042
joking,6,2630,7.87,612.73,-0.65,149.14,33.0,0.97,0.1327539325557165
jolly,5,1768,7.48,595.71,-0.56,191.67,34.0,1.0,0.1374806231099591
jollying,8,4,1.39,877.72,0.37,354.23,29.0,0.88,0.9220858427994206
jolt,4,817,6.71,636.94,-0.48,133.17,31.0,0.91,0.2400193133592539
jolting,7,85,4.44,753.66,-0.03,244.63,32.0,0.94,0.6331478234352367
jolty,5,1,0.0,746.44,-0.05,280.37,16.0,0.48,0.8948946659551219
jonah,5,1759,7.47,804.07,0.02,273.92,30.0,0.88,0.43269548423165866
jonathan,8,14792,9.6,650.71,-0.37,187.87,34.0,1.0,0.08198012756982033
jones,5,24432,10.1,577.44,-0.68,159.49,34.0,1.0,0.027496124621991816
jonquil,7,9,2.2,737.0,0.3,172.16,8.0,0.24,0.7793702828390638
jordan,6,11196,9.32,638.42,-0.48,181.7,31.0,0.94,0.0844197097913649
jose,4,21237,9.96,709.21,-0.24,202.11,28.0,0.85,0.11257655459835836
joseph,6,23402,10.06,609.79,-0.7,136.93,34.0,1.0,0.041015476099717924
josh,4,5867,8.68,827.43,0.1,395.58,28.0,0.82,0.3572463215674316
joshua,6,6517,8.78,666.57,-0.41,181.65,30.0,0.94,0.134888566999568
josiah,6,296,5.69,776.91,0.08,214.77,22.0,0.69,0.5559452110492745
joss,4,126,4.84,593.5,-0.21,368.62,6.0,0.18,0.3323676653706386
jostle,6,46,3.83,799.69,0.14,264.04,26.0,0.81,0.7446824731264771
jot,3,541,6.29,687.81,-0.21,284.11,21.0,0.62,0.35058829508779954
jotted,6,81,4.39,734.96,-0.11,197.02,27.0,0.79,0.6090061243678687
jotting,7,50,3.91,801.7,0.11,279.73,27.0,0.79,0.7414551091458921
joule,5,97,4.57,916.18,0.34,455.85,11.0,0.33,0.825874818937257
journal,7,29244,10.28,586.94,-0.75,126.14,34.0,1.0,0.02711493989987548
journalism,10,3125,8.05,711.15,-0.21,228.62,33.0,1.0,0.23757973113770933
journalist,10,4043,8.3,593.72,-0.5,194.49,32.0,0.97,0.09438133719600518
journalists,11,4382,8.39,672.81,-0.25,186.98,32.0,1.0,0.1654341693984905
journals,8,5686,8.65,665.06,-0.43,223.49,32.0,1.0,0.1409366979238139
journey,7,6722,8.81,641.47,-0.55,273.35,34.0,1.0,0.11028944626566034
journeyed,9,118,4.77,922.07,0.36,452.97,27.0,0.84,0.8204111712535895
journeyman,10,620,6.43,939.45,0.2,469.08,33.0,0.97,0.7352545043327997
journeys,8,589,6.38,662.0,-0.54,256.27,35.0,1.0,0.30370257426749003
joust,5,921,6.83,728.56,0.0,209.43,25.0,0.78,0.36664887804630125
jovial,6,1679,7.43,740.74,-0.06,265.91,19.0,0.56,0.33302838555564024
joviality,9,8,2.08,840.5,0.51,209.26,20.0,0.63,0.8800284617925846
jovian,6,355,5.87,927.11,0.35,404.21,18.0,0.51,0.7588879571040126
jowl,4,12,2.48,722.54,0.04,235.19,13.0,0.38,0.7435643312749358
jowls,5,50,3.91,752.95,-0.17,227.98,19.0,0.54,0.6760438108307286
joy,3,11703,9.37,516.91,-0.92,132.47,34.0,1.0,0.02132093212370715
joyce,5,2483,7.82,634.34,-0.54,145.51,29.0,0.88,0.15824248430789561
joyful,6,569,6.34,604.85,-0.59,180.95,33.0,0.97,0.22464486290056163
joyfully,8,175,5.16,698.44,-0.39,192.75,34.0,1.0,0.47609971792330563
joyous,6,459,6.13,704.82,-0.18,253.19,33.0,0.97,0.3935351071129069
joyously,8,51,3.93,871.78,0.24,410.68,32.0,0.91,0.8175395796803131
joyride,7,125,4.83,720.39,-0.25,210.2,33.0,0.97,0.543823536885975
joys,4,1001,6.91,560.03,-0.7,122.17,33.0,0.97,0.13445655764783615
joystick,8,6938,8.84,656.91,-0.35,210.01,32.0,0.97,0.1225127696881909
juan,4,5780,8.66,708.85,-0.25,210.12,27.0,0.84,0.1898299916139361
juanita,7,143,4.96,955.46,0.38,502.41,28.0,0.85,0.8414525679144114
jubilant,8,59,4.08,808.93,0.12,265.21,29.0,0.88,0.7383802190541536
jubilation,10,103,4.63,893.36,0.14,328.63,22.0,0.69,0.7989377652410358
jubilee,7,978,6.89,710.03,-0.21,189.95,31.0,0.89,0.33287591166679376
judah,5,616,6.42,821.76,-0.06,319.21,29.0,0.85,0.5625015882696754
judaic,6,268,5.59,858.79,0.43,284.81,24.0,0.73,0.690884602678458
judaism,7,7323,8.9,719.06,-0.21,384.92,33.0,1.0,0.18558613504104088
judas,5,1113,7.01,768.17,-0.06,291.44,29.0,0.88,0.4157454702548855
jude,4,1018,6.93,655.91,-0.47,163.08,32.0,1.0,0.2485832634494676
judea,5,346,5.85,782.17,0.06,252.49,23.0,0.7,0.5503545017915682
judge,5,28177,10.25,599.12,-0.61,202.94,33.0,1.0,0.031917867398541334
judged,6,3738,8.23,630.72,-0.57,285.62,29.0,0.91,0.1303905872785952
judgement,9,8855,9.09,638.94,-0.38,204.75,34.0,1.0,0.09461004802927499
judges,6,7640,8.94,672.16,-0.52,283.93,31.0,0.91,0.13155955375975198
judgeship,9,18,2.89,909.58,0.47,379.48,26.0,0.81,0.89446265660339
judging,7,5485,8.61,661.31,-0.54,188.74,32.0,1.0,0.13936113440573303
judgment,8,6301,8.75,656.1,-0.53,256.18,29.0,0.94,0.12635002922416202
judicial,8,4488,8.41,798.12,-0.16,311.35,34.0,1.0,0.3357220909252624
judiciaries,11,8,2.08,962.96,0.61,435.98,26.0,0.79,0.9426189931640874
judiciary,9,1986,7.59,821.9,0.05,386.14,31.0,0.89,0.45198343117074535
judicious,9,333,5.81,783.76,0.16,320.66,29.0,0.85,0.5560722726233133
judith,6,2065,7.63,685.31,-0.19,158.75,32.0,0.94,0.23463190262000966
judo,4,1259,7.14,842.9,-0.05,409.37,29.0,0.88,0.5304820716119031
judy,4,4770,8.47,606.38,-0.53,226.49,32.0,0.97,0.09722751645447383
jug,3,837,6.73,655.27,-0.54,309.22,33.0,0.97,0.2638052400193134
juggernaut,10,3632,8.2,871.44,0.41,321.66,18.0,0.51,0.4775482198673477
juggle,6,1115,7.02,627.36,-0.43,172.4,33.0,1.0,0.20401006327666388
juggling,8,1491,7.31,698.94,-0.38,255.58,31.0,0.94,0.27978958603339177
jugular,7,149,5.0,952.0,0.35,411.61,28.0,0.85,0.8365988157861299
juice,5,7653,8.94,580.67,-0.77,157.84,33.0,1.0,0.05999847526111154
juices,6,2091,7.65,621.88,-0.52,181.6,33.0,1.0,0.15575207745673553
juiciest,8,28,3.33,917.63,0.7,415.54,19.0,0.61,0.8838657213285558
juicy,5,1274,7.15,589.42,-0.61,147.89,33.0,1.0,0.1505933775507611
jujitsu,7,188,5.24,1167.13,0.97,413.76,8.0,0.25,0.9531905161241138
juke,4,189,5.24,714.91,-0.18,260.18,23.0,0.7,0.4960229727325862
jukebox,7,692,6.54,650.57,-0.58,263.96,30.0,0.97,0.27249625168356584
julep,5,42,3.74,1169.4,0.98,260.7,5.0,0.16,0.976061599451094
juleps,6,24,3.18,1000.4,0.74,341.11,5.0,0.15,0.9319712332596376
julia,5,4034,8.3,674.73,-0.44,217.69,33.0,0.97,0.1732611623592793
julian,6,5736,8.65,775.97,0.11,303.46,31.0,0.91,0.2817717465883967
julie,5,6342,8.75,659.0,-0.48,235.77,34.0,1.0,0.12911997153820742
juliet,6,919,6.82,778.59,-0.28,405.94,34.0,1.0,0.45251708978170824
julius,6,1280,7.15,735.93,-0.03,177.0,30.0,0.91,0.3497496886991436
july,4,23456,10.06,618.35,-0.6,228.98,34.0,0.97,0.044776498691265786
jumble,6,238,5.47,742.34,-0.09,293.88,32.0,0.89,0.5198597240222612
jumbled,7,307,5.73,772.3,-0.25,325.08,33.0,0.97,0.5453482757744403
jumbo,5,2181,7.69,630.16,-0.49,160.5,32.0,1.0,0.16182562069578918
jump,4,26855,10.2,626.32,-0.76,308.58,34.0,0.97,0.044801911006073544
jumped,6,6075,8.71,559.74,-0.77,118.95,34.0,1.0,0.05481436304032934
jumper,6,5765,8.66,663.97,-0.47,274.38,34.0,1.0,0.13910701125765546
jumping,7,8464,9.04,609.71,-0.71,187.71,34.0,1.0,0.07555081192345811
jumps,5,5179,8.55,537.41,-0.85,92.69,34.0,0.97,0.04736855480165688
jumpy,5,290,5.67,654.12,-0.37,231.19,33.0,1.0,0.35312952656857516
junction,8,2358,7.77,668.1,-0.29,215.41,31.0,0.91,0.2016467179995426
juncture,8,466,6.14,706.32,-0.14,231.47,31.0,0.94,0.39500902137175675
junctures,9,24,3.18,817.17,0.14,306.05,24.0,0.75,0.805265431628167
june,4,28477,10.26,620.57,-0.56,166.74,30.0,0.97,0.040837589896063634
jungian,7,218,5.38,949.91,0.68,339.49,11.0,0.31,0.8129907753297247
jungle,6,5505,8.61,589.76,-0.67,156.89,33.0,0.97,0.07839699118192676
jungles,7,336,5.82,680.76,-0.37,252.42,29.0,0.91,0.3821758023938401
junior,6,10114,9.22,602.93,-0.71,182.87,30.0,0.91,0.06360702396381286
juniors,7,646,6.47,620.55,-0.63,156.46,33.0,0.97,0.2359787553048207
juniper,7,546,6.3,763.04,-0.01,306.92,27.0,0.84,0.47620136718253664
junk,4,12375,9.42,647.47,-0.52,282.78,32.0,0.97,0.08711341516098701
junkie,6,1108,7.01,715.93,-0.35,220.13,30.0,0.97,0.3314782343523672
junkies,7,701,6.55,644.97,-0.5,106.16,34.0,0.97,0.26362735381565905
junks,5,117,4.76,657.09,-0.34,171.93,32.0,0.97,0.444105613580341
juno,4,449,6.11,710.68,0.04,216.8,19.0,0.59,0.40497064877639705
junta,5,671,6.51,1028.57,1.04,421.68,7.0,0.23,0.8280856903255317
jupiter,7,3153,8.06,630.68,-0.55,214.0,34.0,1.0,0.1401235038499657
juridical,9,102,4.62,844.73,0.33,279.25,11.0,0.37,0.7450636578485934
juries,6,709,6.56,746.44,-0.27,264.08,27.0,0.79,0.4214632410866306
jurisdiction,12,4137,8.33,1031.0,0.8,461.2,26.0,0.93,0.7142893446164011
jurisdictional,14,131,4.88,995.11,0.93,313.22,28.0,0.97,0.8770298086452695
jurisdictions,13,745,6.61,960.69,0.63,289.69,26.0,0.87,0.7489263296993723
jurisprudence,13,346,5.85,926.08,0.98,279.95,12.0,0.38,0.7590658433076669
jurisprudent,12,2,0.69,1261.11,1.47,336.65,9.0,0.26,0.9975858300932632
jurisprudentially,17,7,1.95,1084.0,1.76,343.36,4.0,0.18,0.978984015653986
jurist,6,104,4.64,871.07,0.35,358.83,27.0,0.79,0.7747198292292445
jurists,7,183,5.21,781.72,0.06,288.43,25.0,0.78,0.6093618967751773
juror,5,295,5.69,722.12,-0.07,239.46,26.0,0.76,0.4648420624634698
jurors,6,580,6.36,791.11,-0.08,287.35,27.0,0.82,0.516962720134177
jury,4,7008,8.85,570.61,-0.72,126.61,33.0,1.0,0.056644049706487766
just,4,1020539,13.84,605.19,-0.64,276.68,32.0,1.0,0.001575563518080862
justice,7,31679,10.36,576.58,-0.65,163.47,33.0,1.0,0.022464486290056162
justices,8,847,6.74,782.32,-0.22,411.36,31.0,0.91,0.46590937968539553
justifiable,11,1117,7.02,842.03,-0.04,452.92,31.0,0.97,0.5403420497573124
justifiably,11,459,6.13,890.19,0.33,297.83,31.0,0.94,0.6922060430484613
justification,13,5513,8.61,748.39,-0.11,184.41,33.0,1.0,0.24515260095042057
justifications,14,645,6.47,827.0,0.04,323.23,34.0,1.0,0.5667200325277629
justified,9,6062,8.71,650.88,-0.46,186.52,32.0,0.97,0.12365632385453991
justify,7,10441,9.25,585.15,-0.64,149.65,33.0,1.0,0.05227313155955376
justifying,10,1133,7.03,803.97,-0.16,404.36,33.0,1.0,0.47546441005311174
justine,7,645,6.47,802.53,0.19,266.14,32.0,0.89,0.5260603288353536
justinian,9,75,4.32,848.31,0.25,304.06,13.0,0.43,0.7699423140453864
justly,6,518,6.25,696.18,-0.25,200.94,33.0,0.97,0.3676653706386115
justness,8,12,2.48,796.28,0.09,344.09,32.0,0.97,0.8241213692155218
jutting,7,217,5.38,732.73,0.2,201.36,22.0,0.67,0.5127696881908973
juvenile,8,2033,7.62,718.22,-0.17,278.57,32.0,0.97,0.2826611776066682
juxtapose,9,1461,7.29,882.29,0.23,213.66,17.0,0.5,0.581179639653376
juxtaposed,10,121,4.8,839.11,0.48,212.29,18.0,0.53,0.7251658153541206
juxtaposition,13,273,5.61,871.16,0.73,261.5,19.0,0.58,0.7062336408223425
kaboom,6,421,6.04,922.19,0.37,245.61,21.0,0.62,0.7410739244237757
kafka,5,338,5.82,931.9,0.65,315.99,10.0,0.29,0.7680363904348048
kaiser,6,1940,7.57,873.69,0.51,294.55,26.0,0.76,0.541002769942314
kaisers,7,29,3.37,1050.33,0.85,265.67,15.0,0.44,0.9485146501994867
kale,4,795,6.68,764.54,-0.08,195.1,13.0,0.41,0.44214886534014386
kaleidoscope,12,173,5.15,845.86,0.17,197.96,21.0,0.66,0.7073517826738838
kali,4,2046,7.62,831.64,0.53,218.91,11.0,0.33,0.4650707732967396
kamikaze,8,305,5.72,948.4,0.47,255.2,20.0,0.59,0.7920256156133262
kangaroo,8,818,6.71,717.63,-0.35,211.62,30.0,0.94,0.36037203628878556
kansas,6,9009,9.11,622.66,-0.58,184.96,32.0,0.97,0.08170059210693502
kant,4,1458,7.28,771.62,0.12,125.12,13.0,0.41,0.3963812863713756
kappa,5,1180,7.07,915.72,0.26,338.0,18.0,0.53,0.6518766994485528
kaput,5,170,5.14,954.75,0.8,295.79,8.0,0.25,0.8319483621763106
karate,6,2243,7.72,689.56,-0.19,167.92,32.0,0.97,0.23331046225000635
karen,5,12728,9.45,622.79,-0.39,209.62,33.0,1.0,0.06762216970343829
karma,5,5340,8.58,822.44,-0.01,352.73,27.0,0.82,0.35846611267820383
kashmir,7,2331,7.75,836.78,0.36,236.17,18.0,0.56,0.46158928616807704
kate,4,6463,8.77,636.09,-0.62,215.15,34.0,1.0,0.10777362709969251
katherine,9,2593,7.86,793.18,-0.18,335.12,34.0,0.97,0.37711875174709664
kathleen,8,2496,7.82,732.06,-0.1,230.57,33.0,0.97,0.28682879723514015
kathy,5,5166,8.55,610.17,-0.58,118.32,35.0,1.0,0.09631267312139463
katie,5,1824,7.51,637.42,-0.35,150.15,33.0,1.0,0.1823079464308404
katydid,7,9,2.2,949.71,0.49,535.98,7.0,0.21,0.9341566923331046
kayak,5,900,6.8,727.0,-0.11,227.12,26.0,0.79,0.36697923813880207
kazoo,5,148,5.0,790.27,-0.06,269.07,26.0,0.76,0.6403140962110239
keel,4,639,6.46,837.29,0.17,283.43,21.0,0.6,0.5845848898376154
keelhaul,8,3,1.1,1007.0,0.82,651.43,4.0,0.13,0.973139183248202
keen,4,3441,8.14,764.64,-0.12,174.28,33.0,0.97,0.307971843155193
keenest,7,28,3.33,896.67,0.44,369.21,24.0,0.75,0.8689232802215954
keening,7,35,3.56,797.56,-0.01,296.07,18.0,0.58,0.7607684683997865
keenly,6,259,5.56,770.08,0.01,307.8,25.0,0.78,0.5568092297527382
keep,4,183906,12.12,582.94,-0.71,203.49,32.0,0.97,0.0056415338873217966
keeper,6,8008,8.99,582.48,-0.48,134.71,33.0,1.0,0.05931234276130213
keeping,7,26730,10.19,572.47,-0.71,186.39,32.0,0.94,0.02388757591929049
keeps,5,20279,9.92,589.39,-0.75,145.3,33.0,1.0,0.03560265304566593
keepsake,8,152,5.02,644.4,-0.49,177.04,30.0,0.88,0.3978043760006099
keg,3,1152,7.05,715.97,-0.35,276.29,32.0,0.91,0.32837793194582093
kegful,6,0,0.0,878.5,0.5,198.81,10.0,0.33,0.9561383446418135
kegs,4,454,6.12,703.47,-0.17,277.59,30.0,0.88,0.3919849559096338
keith,5,17774,9.79,587.81,-0.57,134.14,32.0,0.94,0.03806764758201825
kelly,5,14963,9.61,630.15,-0.56,175.7,33.0,0.97,0.06655485248151254
kelp,4,1913,7.56,757.29,-0.22,137.29,17.0,0.52,0.347310106477599
kelvin,6,2188,7.69,767.92,0.06,318.86,25.0,0.78,0.3521638586058804
ken,3,30457,10.32,688.29,-0.39,180.78,31.0,0.91,0.079413483774237
kennedy,7,9981,9.21,638.32,-0.31,177.66,34.0,1.0,0.08907016340118422
kennel,6,2746,7.92,709.3,-0.4,254.43,30.0,0.91,0.2451271886356128
kenneth,7,8804,9.08,698.06,-0.17,149.56,31.0,0.97,0.14970394653248964
kenning,7,8,2.08,1118.13,0.74,548.63,8.0,0.24,0.9830499860232269
keno,4,210,5.35,915.71,0.34,381.66,17.0,0.52,0.7797768798759879
kent,4,7865,8.97,775.53,0.02,270.56,32.0,0.97,0.25412314807755837
kentucky,8,5026,8.52,671.47,-0.39,188.38,32.0,1.0,0.15615867449365964
kenya,5,1317,7.18,665.18,-0.37,150.45,34.0,1.0,0.24205229854387436
kepler,6,412,6.02,778.27,0.08,227.05,26.0,0.79,0.5283728494828593
kept,4,38548,10.56,673.71,-0.45,200.09,34.0,1.0,0.06083708164976748
kerchief,8,50,3.91,786.71,0.23,226.8,21.0,0.68,0.7227516454473838
kernel,6,33865,10.43,719.5,-0.14,210.39,30.0,0.88,0.0992605016390943
kernels,7,2417,7.79,815.89,0.02,299.04,27.0,0.84,0.4209549947904755
kerosene,8,580,6.36,853.23,0.29,259.31,26.0,0.81,0.619171050290971
ketches,7,2,0.69,626.0,-0.52,581.68,6.0,0.19,0.7497649360880283
ketchup,7,1081,6.99,796.15,-0.1,410.68,34.0,1.0,0.46537572107443265
kettle,6,1499,7.31,723.1,-0.22,237.45,31.0,0.91,0.31623084546771363
kettledrum,10,8,2.08,877.67,0.82,330.67,15.0,0.47,0.9027978958603339
key,3,95993,11.47,543.52,-0.82,168.09,33.0,0.97,0.0053874107392442375
keyboard,8,35312,10.47,668.06,-0.41,176.4,32.0,0.97,0.06045589692765114
keyboarding,11,272,5.61,679.97,-0.34,155.84,31.0,0.97,0.401438337018119
keyed,5,687,6.53,674.29,-0.36,226.03,31.0,0.94,0.30926787121038857
keyhole,7,250,5.52,598.21,-0.61,157.45,33.0,1.0,0.280907727884933
keyless,7,108,4.68,711.68,-0.24,302.28,31.0,0.94,0.5434931767934741
keynote,7,1489,7.31,766.65,-0.03,250.77,34.0,1.0,0.38438667378211483
keynotes,8,13,2.56,747.41,-0.16,310.41,32.0,1.0,0.7682905135828823
keypunch,8,52,3.95,871.33,0.3,288.81,27.0,0.82,0.8154557698660772
keys,4,32828,10.4,616.81,-0.68,237.59,32.0,1.0,0.035856776193743486
keystone,8,920,6.82,690.31,-0.26,235.18,32.0,0.97,0.3088866864882722
khaki,5,198,5.29,765.18,-0.14,343.15,28.0,0.85,0.5745978501181672
khan,4,4477,8.41,872.0,0.41,334.28,17.0,0.53,0.45815862366903
khmer,5,1054,6.96,984.25,0.9,217.37,4.0,0.11,0.7537292571980382
kibbutz,7,150,5.01,886.09,0.17,381.19,11.0,0.31,0.7680872150644202
kibbutzim,9,53,3.97,1491.0,1.17,628.91,3.0,0.09,0.9984498487967269
kick,4,19877,9.9,614.47,-0.6,232.87,32.0,0.94,0.047851388783004246
kickback,8,171,5.14,713.45,-0.26,268.29,33.0,1.0,0.5033671317120276
kickbacks,9,142,4.96,737.68,-0.13,199.14,31.0,0.97,0.5597570582704379
kicked,6,7110,8.87,597.94,-0.67,190.26,33.0,1.0,0.07384818683133847
kicker,6,1089,6.99,635.53,-0.55,232.09,30.0,0.91,0.21671622068054178
kicking,7,4347,8.38,587.14,-0.68,153.07,35.0,1.0,0.085969860994638
kickoff,7,255,5.54,696.42,-0.2,130.97,31.0,0.91,0.43561790043455056
kicks,5,5256,8.57,538.12,-0.81,83.12,34.0,0.97,0.04711443165357933
kid,3,20833,9.94,550.33,-0.81,193.41,33.0,0.97,0.021651292216207974
kidded,6,45,3.81,841.96,0.06,347.11,25.0,0.76,0.7939823638535234
kidder,6,188,5.24,769.13,-0.03,295.35,31.0,0.91,0.5862112779853117
kidding,7,7305,8.9,628.21,-0.52,168.4,33.0,0.97,0.0946608726588905
kiddy,5,286,5.66,879.37,0.39,464.17,27.0,0.77,0.7137302736906305
kidnap,6,626,6.44,626.73,-0.59,169.87,33.0,0.97,0.24700769993138674
kidnapped,9,1295,7.17,616.24,-0.54,126.31,34.0,1.0,0.18007166272775788
kidnapper,9,61,4.11,716.79,-0.32,249.69,33.0,1.0,0.6054484002947829
kidnappers,10,553,6.32,807.75,-0.15,313.37,32.0,1.0,0.5486772890142563
kidnapping,10,1190,7.08,631.97,-0.45,150.17,32.0,0.97,0.20558562679474474
kidney,6,2471,7.81,688.41,-0.53,377.7,34.0,1.0,0.2250006353078702
kidneys,7,864,6.76,647.29,-0.58,265.11,34.0,1.0,0.25020965159716396
kids,4,49811,10.82,564.18,-0.82,178.92,33.0,0.97,0.013595588422149373
kill,4,70815,11.17,601.44,-0.64,202.76,34.0,1.0,0.01710248786561968
killable,8,33,3.5,824.77,0.11,320.59,22.0,0.67,0.7945414347792941
killed,6,35249,10.47,551.5,-0.7,134.45,32.0,0.97,0.014866204162537165
killer,6,13599,9.52,549.34,-0.81,131.62,32.0,0.97,0.02937663591776575
killers,7,2923,7.98,595.69,-0.7,205.4,35.0,1.0,0.11133135117277833
killing,7,23335,10.06,623.41,-0.63,146.86,32.0,1.0,0.04774973952377322
