Word,Difficulty
persistence,0.7110927
personal,0.1017872
personality,0.18626535
personnel,0.15211196
perspective,0.3029669
persuade,0.29098246
pertain,0.2118743
pertinent,0.5437926
perturb,0.75419176
peruse,0.6660326
pest,0.208279
pet,0.08864093
petition,0.35998586
petroleum,0.4641629
petty,0.24969612
phase,0.086038
phenomenon,0.41501755
philosophy,0.23020668
phonetics,0.76284975
photograph,0.1539711
phrase,0.1398011
physical,0.08353792
physician,0.21396835
piano,0.21960546
pick,0.1329873
picnic,0.29878664
picturesque,0.8315578
pier,0.39435214
pigment,0.17870699
pile,0.23583663
pilgrim,0.38902494
pill,0.22999148
pillar,0.41220826
pillow,0.1826501
pilot,0.1814375
pin,0.14013281
pinch,0.23018435
pine,0.19994889
pineapple,0.55723584
pioneer,0.25710955
pioneering,0.47287524
pious,0.56453884
pirate,0.22063273
pistol,0.20917457
piston,0.482108
pit,0.16811518
pitch,0.11730853
pitcher,0.28809047
plague,0.21937723
plain,0.0939794
plane,0.15492287
planet,0.2191999
plantation,0.4931062
plaster,0.433452
plastic,0.2321703
plate,0.23948704
plateau,0.26871306
platform,0.13153803
playwright,0.5761735
plea,0.10773506
plead,0.33794704
pleasure,0.1418214
pledge,0.15393588
plight,0.36917546
plot,0.14687456
plough,0.6854903
pluck,0.47238243
plug,0.11584279
plumb,0.41927162
plumber,0.51392853
plume,0.46089008
plump,0.45483524
plunder,0.42618433
plunge,0.29269528
plus,0.19693561
ply,0.09797684
pneumonia,0.7001314
poke,0.22324382
polar,0.12428753
pole,0.2224604
policy,0.21068442
polish,0.18360755
politics,0.15925136
poll,0.31611854
pollute,0.6051356
pollution,0.44092917
ponder,0.32382312
pony,0.14107533
popcorn,0.27384022
popular,0.19533332
popularity,0.42186707
porcelain,0.813639
porch,0.5066965
pore,0.41689506
port,0.13511215
portable,0.21642154
portion,0.20627564
portrait,0.44852754
portray,0.19139224
pose,0.14445843
positive,0.21895877
possess,0.43875158
possession,0.32628736
post,0.073125705
postage,0.33262035
postal,0.22802043
postcard,0.27717894
posterity,0.71429926
postpone,0.55753875
postulate,0.72357726
pot,0.22725518
potent,0.27603877
potential,0.11538383
potentiality,0.8287251
poultry,0.27937555
pound,0.10104608
pour,0.082186736
poverty,0.10634796
practicable,0.66603476
practical,0.20333372
practically,0.5432933
prairie,0.4282539
preach,0.1747426
precaution,0.5714722
precede,0.4617578
precedence,0.73842144
precedent,0.32694444
preceding,0.45687705
precious,0.335185
precise,0.1888432
precision,0.32790676
predecessor,0.4909458
predict,0.15462688
prediction,0.35530382
predominant,0.7900137
preface,0.38967764
preferable,0.6359549
preference,0.19991277
pregnancy,0.3367028
pregnant,0.18592697
prejudice,0.3538344
preliminary,0.5129995
prelude,0.6110906
premature,0.36614245
premium,0.37903807
prescribe,0.58476996
prescribed,0.4988159
prescription,0.7011108
presence,0.22627832
present,0.075197786
presentation,0.24849468
preservation,0.41800734
preserve,0.28971222
preside,0.46736765
press,0.13397132
pressure,0.19181779
prestige,0.22706245
presumably,0.6496535
presume,0.27874687
pretense,0.55362856
pretentious,0.77145433
prevail,0.24550761
prevailing,0.49414644
prevalent,0.707603
previous,0.24911326
prey,0.10150496
prick,0.53937966
primary,0.1845071
prime,0.16711569
primitive,0.3909859
principal,0.2169326
principle,0.22147429
prior,0.14488336
priority,0.16221757
privacy,0.101680465
privilege,0.33467147
probe,0.16758077
problematic,0.680465
procedure,0.21080358
proceed,0.15681036
proceeding,0.16720036
proceeds,0.18498462
process,0.16292818
procession,0.20499912
proclaim,0.38721696
procure,0.6237602
produce,0.07035652
productive,0.18399785
productivity,0.43725926
profession,0.17678776
professional,0.3710021
proficiency,0.7492191
proficient,0.44977877
profile,0.16423775
profit,0.19943191
profound,0.22555944
progress,0.22512852
progressive,0.3653955
prohibit,0.17811614
prohibitive,0.53136337
project,0.08403022
projection,0.270991
projector,0.32338014
proletarian,0.81766176
prolong,0.44638604
prominence,0.4838227
prominent,0.25368807
promise,0.14379318
promising,0.25247422
promote,0.18020515
prompt,0.1837979
prone,0.22554518
proof,0.25532496
propaganda,0.5347504
propagate,0.78255695
propel,0.5215266
propeller,0.5497871
proper,0.10434931
property,0.13941595
prophet,0.19374889
proportion,0.30840322
proposal,0.16513635
propose,0.14497621
proposition,0.46832734
proprietor,0.72904986
proprietorship,0.9235538
prose,0.13421428
prosecute,0.53740364
prosecutor,0.37276608
prospect,0.296295
prosperity,0.39452523
prosperous,0.70247126
protein,0.24377586
protest,0.1887149
protocol,0.12014311
prototype,0.27062714
provincial,0.48558882
provision,0.30624935
provisional,0.48104975
provocation,0.56901276
provoke,0.22891663
prudence,0.51189506
prudent,0.2742932
psychology,0.3908063
publication,0.16429602
publicity,0.36718217
publish,0.108969904
pull,0.08903534
pulse,0.21901602
pump,0.1410755
pumpkin,0.46852094
punch,0.17703617
punctual,0.58249456
pupil,0.2508966
puppy,0.28061756
purchase,0.2173194
purify,0.2611357
purity,0.33052298
purple,0.15345722
purse,0.26200584
pursue,0.3341263
pursuit,0.24493688
puzzle,0.1282894
pyramid,0.20895915
qualification,0.3479068
qualified,0.20020907
qualify,0.19750538
qualitative,0.74459267
quantitative,0.7805731
quarter,0.15920953
quarterly,0.45249414
quartz,0.34631646
quay,0.1730287
queer,0.1614911
quench,0.41139692
query,0.15159488
quest,0.19441238
questionnaire,0.7438232
quilt,0.28601885
quiver,0.45914975
quota,0.3317244
quotation,0.5392547
quote,0.11633175
rack,0.2474349
racket,0.4942095
radar,0.19826147
radiant,0.36248627
radiate,0.41459647
radiation,0.4381286
radical,0.18771821
radius,0.16464926
rage,0.10615967
raid,0.101078875
rail,0.12228391
rainbow,0.15023844
rally,0.25856337
ramble,0.30985445
ranch,0.25310946
random,0.123762555
range,0.117484294
rank,0.32123083
rapture,0.5938813
rare,0.21619447
rarely,0.17455824
rat,0.2125847
ratify,0.5901798
ratio,0.1421401
ration,0.19892378
rational,0.24373251
rattle,0.33957016
ravage,0.40654007
raw,0.118176624
ray,0.08690375
razor,0.2711884
react,0.12789436
reactionary,0.5013919
readily,0.40737796
realization,0.35518757
realm,0.1558881
reap,0.46055278
rear,0.17144525
reasonable,0.19582237
reassure,0.45641613
rebel,0.1404384
rebellion,0.336919
rebuke,0.4950357
recall,0.095578276
recede,0.63100785
receipt,0.10525965
reception,0.22176094
receptionist,0.71202725
recession,0.44112125
recipe,0.1568036
recipient,0.21904892
reciprocal,0.5815275
recite,0.3956118
reckless,0.49447235
reckon,0.48436138
reclaim,0.36762285
recognition,0.17192627
recognize,0.2797519
recollection,0.6227437
recommend,0.17256343
recommendation,0.28272104
recompense,0.84533703
reconcile,0.66335577
reconnaissance,0.85750973
recourse,0.6725759
recover,0.20625709
recreation,0.43269128
recruit,0.28657708
rectangle,0.37880054
rectify,0.7733837
recur,0.5926869
recurrence,0.74054646
redeem,0.20331965
reed,0.3942333
reef,0.573566
reel,0.37325528
referee,0.38919783
reference,0.15195295
refine,0.38760313
refined,0.3634304
refinement,0.59927833
reflect,0.15231217
reflection,0.22606723
refrain,0.28083783
refreshment,0.48404062
refrigerator,0.66167605
refugee,0.18157883
refund,0.2085465
refusal,0.21131508
refute,0.3441485
regarding,0.14961793
regardless,0.17781879
regime,0.24548441
regiment,0.29470408
region,0.098463334
register,0.11979728
regulate,0.29631594
regulation,0.2919008
rehearsal,0.34560895
rehearse,0.5241923
reign,0.48451844
reimburse,0.7238324
rein,0.50395966
reinforce,0.39144477
reiterate,0.8337312
reject,0.12523678
rejection,0.2161433
rejoice,0.37923822
relax,0.17216517
relaxation,0.33638188
relay,0.16894355
release,0.12662199
relevant,0.22830369
reliability,0.80586654
reliable,0.22804981
reliance,0.13104248
relief,0.16506228
relieve,0.36736712
religion,0.2110052
religious,0.3212211
relinquish,0.6630602
relish,0.35634372
reluctance,0.52500045
reluctant,0.46555296
rely,0.08918591
remainder,0.453868
remains,0.16582654
remark,0.12021499
remarkable,0.3370508
remedy,0.13156654
remind,0.1518839
reminiscence,0.7917664
remit,0.29453573
remittance,0.80540454
remnant,0.6586753
remove,0.07774316
renaissance,0.53287524
render,0.35045746
renew,0.24157898
renewable,0.40748212
renewal,0.08313404
rent,0.14525525
rental,0.1480611
repeal,0.29614905
repel,0.36618632
repent,0.2992328
repetition,0.46917957
replace,0.12957901
replacement,0.21499214
replenish,0.48717785
represent,0.23526722
representation,0.55407345
representative,0.4508108
reproach,0.7266522
reproduce,0.3853484
reproduction,0.31522158
reptile,0.22149548
repudiate,0.62949866
reputable,0.44588426
reputation,0.55110765
repute,0.4853229
request,0.13546227
require,0.10971027
requisite,0.45747918
rescind,0.75739825
rescue,0.28778943
research,0.16299605
resemblance,0.53855217
resemble,0.17753199
resent,0.20453444
resentment,0.26601547
reserve,0.12078423
reservoir,0.6581191
reside,0.21625872
residence,0.15495011
resident,0.110180624
residual,0.36765406
resign,0.27824154
resignation,0.6851869
resist,0.24781871
resistance,0.3351479
resistant,0.23387167
resolute,0.37269366
resolution,0.4214073
resolve,0.2208662
resort,0.12650011
resource,0.21204622
respect,0.07108539
respective,0.12153398
respectively,0.32546404
respond,0.18742299
responsibility,0.36626294
responsible,0.1619027
restless,0.38660732
restore,0.19279093
restrain,0.42633498
restraint,0.46079785
restrict,0.2243716
restriction,0.420991
restrictive,0.6175539
resume,0.11095836
retail,0.17338286
retailer,0.21415854
retain,0.182355
retire,0.3190973
retirement,0.47524944
retort,0.41136554
retreat,0.37700894
retroactive,0.5913354
reveal,0.16359006
revenge,0.22575325
revenue,0.18669395
reverence,0.3903611
reverse,0.30060202
revert,0.26218808
review,0.08478994
revise,0.23515333
revision,0.41631946
revival,0.3327255
revive,0.44714835
revoke,0.2782726
revolt,0.39761418
revolution,0.45648503
revolutionary,0.68561524
revolve,0.35767204
reward,0.11061071
rhythm,0.2750232
rib,0.24872285
ribbon,0.22287172
riddle,0.2388237
ridge,0.26967677
ridicule,0.4389068
ridiculous,0.65654886
rifle,0.27693623
righteous,0.36912307
rigid,0.13649213
rigidity,0.5081069
rigor,0.38453758
rigorous,0.50563765
rim,0.16950786
rinse,0.29306504
riot,0.19045986
rip,0.21171267
ripe,0.23760279
ripen,0.476112
ripple,0.31681576
rise,0.099222526
risky,0.22379231
rival,0.31388244
rivalry,0.48003748
roam,0.18050943
roar,0.15395543
roast,0.090898946
robe,0.0774306
robust,0.219001
rod,0.15779813
role,0.08048646
roll,0.12203781
rooster,0.41357926
rot,0.26856816
rotary,0.7050977
rotate,0.23475717
rotation,0.38244143
rough,0.17712164
roughly,0.20369893
round,0.16269033
roundabout,0.7166297
rouse,0.48949426
route,0.21884987
routine,0.12451538
royalty,0.16862349
rub,0.28342772
ruin,0.15816712
ruinous,0.8165543
rule,0.07955442
rural,0.2344413
rust,0.14148845
ruthless,0.3379086
sack,0.20638615
sacred,0.30908686
sacrifice,0.3035764
saddle,0.23528118
sag,0.20131905
sake,0.066427656
salmon,0.32162556
salute,0.42159936
sample,0.13785136
sandy,0.22064698
sanitary,0.62722856
sarcasm,0.36343554
sarcastic,0.41538516
satellite,0.27521628
satire,0.3439504
satisfaction,0.34005216
satisfactory,0.31353077
sauce,0.10466708
saucer,0.2888523
savage,0.1275347
save,0.11419374
savings,0.24441607
scale,0.08781899
scan,0.20063227
scandal,0.19363388
scar,0.21474555
scarce,0.16543777
scarcely,0.79957634
scare,0.075787865
scarf,0.1909274
scarlet,0.32223338
scatter,0.5490717
scene,0.08810459
scenery,0.32077983
scenic,0.47194266
scent,0.21043397
schedule,0.21327534
scheme,0.13013072
scholar,0.17164463
scholarship,0.2505551
scissors,0.62252957
scoff,0.6423932
scold,0.4197186
scope,0.25360644
scorch,0.6673631
score,0.10300061
scorn,0.32832235
scotch,0.35193968
scout,0.2238907
scramble,0.19243243
scrap,0.24224237
scrape,0.3837555
scratch,0.22356649
screen,0.0798138
screw,0.24010445
screwdriver,0.6342079
script,0.094193526
scrub,0.23906565
scrutiny,0.724757
sculptor,0.51328456
sculpture,0.40112966
seal,0.16601376
seam,0.25749698
seaport,0.5531646
seashore,0.37306094
seasonal,0.23064722
secondary,0.15936238
secret,0.2006778
section,0.16348651
sector,0.22301093
secure,0.06319324
security,0.14137131
seek,0.22444537
seemingly,0.43718472
segment,0.18222898
select,0.13012639
selection,0.2650224
senator,0.21285896
sensation,0.34269425
sensational,0.43370667
sense,0.09761095
sensible,0.2520768
sensitive,0.4289678
sensitivity,0.5645409
sentence,0.20156519
sentiment,0.23383145
sentimental,0.48530164
separate,0.14275749
sequence,0.13276465
serene,0.62268406
serenity,0.33919093
series,0.13932647
serious,0.10411479
seriously,0.16551322
session,0.13794425
setting,0.13180433
settle,0.11593675
severe,0.24970075
shabby,0.45358637
shade,0.13674437
shaft,0.3396739
shallow,0.26328772
sham,0.50309104
sharpen,0.27105224
sharply,0.38425577
shatter,0.19574305
shave,0.15350403
shear,0.23505493
shed,0.2716371
sheer,0.25039983
sheet,0.26524705
shell,0.12778547
shelter,0.24284974
shepherd,0.21276899
sheriff,0.23612295
shield,0.195065
shift,0.1897802
shine,0.23309691
shiny,0.32511598
shipment,0.32227033
shipwreck,0.56441593
shiver,0.41150147
shock,0.13579904
short,0.08435222
shortcut,0.17632943
shot,0.09754936
shove,0.12708175
shovel,0.20982258
shower,0.121164374
shrewd,0.4296671
shriek,0.6763536
shrill,0.54045314
shrine,0.16070805
shrink,0.31044552
shroud,0.58086824
shrub,0.47431812
shrug,0.26731163
shuffle,0.18837227
shun,0.6346615
shutter,0.56389546
shuttle,0.5252592
shy,0.105147555
sick,0.1964785
sickness,0.31547734
sideways,0.22968231
siege,0.3573384
sieve,0.42349195
sift,0.553028
sigh,0.16081145
sightseeing,0.6446832
sign,0.0923304
signal,0.18675396
signature,0.21182062
significance,0.5503056
significant,0.28800178
signify,0.39177004
silly,0.2806544
similar,0.14984982
simplicity,0.53268003
simplify,0.4261111
simulate,0.45005822
simultaneous,0.4218212
sincere,0.32400045
single,0.21562041
singular,0.37262923
sink,0.2861867
siren,0.35764316
site,0.12296123
skeleton,0.27770185
sketch,0.3984824
skim,0.504043
skip,0.13972595
skirmish,0.80690527
skull,0.15965834
skyrocket,0.6416906
skyscraper,0.53382844
slack,0.28943518
slam,0.10413892
slander,0.31544754
slap,0.15717737
slaughter,0.29993165
slay,0.39482975
slender,0.26133162
slice,0.0778862
slide,0.20758083
slight,0.26912126
slightly,0.38625616
slim,0.22634162
slip,0.20945443
slipper,0.21389514
slippery,0.4333091
slit,0.38388306
slogan,0.3470577
slope,0.25397795
slum,0.4090852
slumber,0.44209105
slump,0.4568552
smart,0.13906533
smash,0.22132848
smog,0.35247532
smooth,0.18860596
smoothly,0.3540172
smuggle,0.25408688
snack,0.20480739
snap,0.17155059
snatch,0.29792985
sneak,0.12418904
sneer,0.2618286
snob,0.26348084
snobbish,0.7701777
soak,0.12648967
soar,0.28277385
sober,0.2291382
sociable,0.48137045
sociology,0.33968514
sock,0.14089696
soil,0.16596794
solar,0.21784446
soldier,0.26712027
sole,0.13588741
solely,0.13348484
solemn,0.40658262
solicitor,0.68152153
solidarity,0.60360986
solitary,0.28290156
solitude,0.6165732
solo,0.15594707
solution,0.10329055
solvent,0.25791085
somehow,0.120786764
somewhat,0.098896414
soothe,0.30177838
sophisticated,0.63385284
sophistication,0.6098364
sore,0.19828755
sort,0.16234544
sound,0.0913326
sour,0.19377317
source,0.09351386
souvenir,0.47054505
sovereign,0.5274897
sovereignty,0.55799454
sow,0.08215674
soy,0.045524586
spacecraft,0.350692
spaceship,0.5942593
spacious,0.3208107
span,0.224589
spare,0.22495988
spark,0.26186556
sparkle,0.38037977
sparrow,0.21490367
spatial,0.29695863
spear,0.1227814
specialize,0.2611292
specialized,0.18204448
species,0.15269127
specific,0.19473693
specification,0.39814895
specify,0.23686323
specimen,0.21353802
spectacle,0.5682161
spectacular,0.48226422
spectator,0.49369106
spectrum,0.39947715
speculate,0.4213028
speculation,0.32951364
speedy,0.18266754
spell,0.21943747
sphere,0.19692156
spill,0.3215409
spin,0.21366127
spiral,0.1817563
spiritual,0.24633212
spit,0.2541816
spite,0.1840765
splash,0.17328356
splendid,0.3761999
split,0.18857959
spoil,0.24262394
spokesman,0.40854055
sponge,0.215239
sponsor,0.088240035
spontaneous,0.43416852
spoon,0.31421182
sport,0.11261161
spot,0.11129218
sprain,0.52113414
spray,0.25045726
spring,0.17684042
sprout,0.73974514
spur,0.2893897
square,0.13458592
squash,0.1381009
squat,0.16764428
squeeze,0.20036754
squirrel,0.3390061
stab,0.19481975
stability,0.37727302
stable,0.24132451
stack,0.16821668
stadium,0.17336228
staff,0.13791342
stagger,0.33523417
stain,0.075183
staircase,0.30313143
stake,0.2307296
stale,0.08667158
stalk,0.16793276
stall,0.2831312
stammer,0.5661661
standard,0.08047675
standardize,0.4121629
standing,0.19219038
standpoint,0.43708313
staple,0.28993005
stapler,0.6411431
startle,0.32091758
starvation,0.4383094
starve,0.30409464
statesman,0.6578705
static,0.16546178
stationary,0.28953892
stationery,0.30202258
statistics,0.26747814
statue,0.20715235
status,0.3299162
statute,0.28322992
steady,0.19877815
steak,0.21778306
steamer,0.35376462
steep,0.22790582
steer,0.24772944
stem,0.17891563
stereo,0.18187682
sterling,0.2631819
stern,0.19950466
steward,0.40370062
stick,0.103016675
sticky,0.23407345
stiff,0.26239133
stimulate,0.3879672
stimulation,0.5317057
sting,0.16750973
stink,0.3279661
stipulate,0.83720064
stipulation,0.7359125
stitch,0.4014567
stock,0.10174518
stomach,0.1812034
stoop,0.6676582
storey,0.15018758
stout,0.35458598
straightforward,0.48592305
strain,0.32753518
strait,0.29721987
strand,0.2602656
strap,0.26590455
strategic,0.2673281
strategy,0.22059847
streak,0.32393268
strengthen,0.37551054
stress,0.1297134
stretch,0.2623573
stride,0.34137857
strife,0.13250056
strike,0.12337365
striking,0.494423
string,0.25102755
strip,0.2373196
stripe,0.20485498
strive,0.15512212
stroke,0.17944966
stroll,0.23250458
structural,0.33350626
structure,0.10526975
stubborn,0.3724017
studio,0.11593485
stuff,0.13137221
stuffy,0.40328276
stumble,0.20354728
sturdy,0.2516187
style,0.17545237
subdue,0.6110123
subject,0.09872833
subjective,0.44644868
submarine,0.40620455
submerge,0.46087456
submit,0.120071255
subordinate,0.73126143
subscribe,0.25450432
subsequent,0.29625612
subsequently,0.37493593
subsidiary,0.5170805
substantial,0.37540683
substantiate,0.7952395
substitute,0.30461863
subtle,0.35980007
subtract,0.35470647
subtraction,0.5734133
suburb,0.29044354
succession,0.18717605
successive,0.30787447
successor,0.26737985
suck,0.15298432
suffice,0.12447235
sufficient,0.17685048
suit,0.13866545
suitable,0.23384619
suitcase,0.43420312
suite,0.1442011
sullen,0.49587867
sultry,0.5154171
sum,0.13833682
summary,0.2118617
summit,0.30449718
summon,0.14688006
sunburn,0.60679245
sunflower,0.54206544
sunlight,0.46795458
sunrise,0.6663776
sunset,0.28677955
sunshine,0.4045252
superb,0.38934356
superficial,0.60406065
superintendent,0.8356105
superior,0.18258438
supersede,0.66631645
supersonic,0.7555824
superstition,0.5877165
supervise,0.4953061
supervision,0.32202047
supervisor,0.5034345
supplement,0.24607378
supplementary,0.44099125
suppose,0.13805376
suppress,0.3341683
supreme,0.23398586
surcharge,0.7370556
surface,0.21124028
surge,0.17250025
surgeon,0.13607413
surgery,0.35058704
surmise,0.55184096
surpass,0.42535794
surplus,0.39156228
surrender,0.31918442
survey,0.22045182
survival,0.20112233
survive,0.17946592
survivor,0.15101002
suspect,0.07641281
suspend,0.25141802
suspense,0.18381749
suspicion,0.3589633
suspicious,0.5421149
sustain,0.25077537
swallow,0.17937748
swamp,0.23543708
swarm,0.20512868
sway,0.23137367
swear,0.107963316
sweater,0.285857
sweep,0.17295642
swell,0.20164058
swift,0.14772968
swing,0.14625321
syllable,0.32878533
symbol,0.106723726
symbolize,0.61017025
symmetry,0.37152052
sympathetic,0.61108047
sympathize,0.71868545
sympathy,0.23945378
symphony,0.22197501
symposium,0.39905444
symptom,0.16446505
synonym,0.48252752
synthesis,0.21664448
synthetic,0.37747684
system,0.057544425
systematic,0.3155847
table,0.17025797
tablet,0.11329338
tack,0.14492808
tackle,0.39882
tact,0.29741096
tactics,0.23251224
tag,0.156677
tailor,0.115323156
talent,0.109171845
tally,0.5186223
tame,0.29076123
tan,0.13617755
tangle,0.26751587
tap,0.25800195
tape,0.15090883
tar,0.16359718
target,0.15183593
tariff,0.24103788
task,0.13171324
taste,0.13215429
taxation,0.18295191
team,0.18064357
teapot,0.433015
tear,0.13296896
tease,0.17187555
technical,0.08196256
technician,0.28674546
technique,0.10568259
technology,0.23659585
tedious,0.39852604
telegraph,0.4653401
telescope,0.3721707
telex,0.17081301
temper,0.2671672
temperature,0.1844969
temple,0.16450767
temporary,0.09703611
tempt,0.24453597
temptation,0.35850093
tenant,0.37948418
tend,0.1322236
tendency,0.23860212
tender,0.2549835
tenor,0.5009379
tense,0.29542413
tension,0.42569068
tentative,0.38490182
term,0.13724631
terminal,0.19195633
terminate,0.39478016
termination,0.55897164
terminology,0.69633764
terrace,0.24624425
terribly,0.28477424
terrific,0.18933894
terrify,0.30214453
territory,0.1904113
terror,0.088265315
testify,0.3868557
testimony,0.19842787
text,0.103356816
textile,0.16060716
theatrical,0.59162825
theft,0.32424408
theme,0.17123622
theoretical,0.453241
theory,0.283179
thereby,0.12980394
therefore,0.3175288
thermometer,0.81551397
thesis,0.24080056
thigh,0.11502897
thirst,0.16323903
thorn,0.17561585
thorough,0.12961279
thoughtful,0.2633462
thrash,0.467885
thread,0.12597361
threaten,0.12880678
threshold,0.25352162
thrifty,0.7206827
thrill,0.23269163
thrive,0.42716482
throat,0.13982287
throng,0.6268715
throughout,0.36090448
thrust,0.17166744
thumb,0.37413353
thunder,0.36486936
thunderstorm,0.5453174
tick,0.17238158
tide,0.21224733
tidy,0.3779295
tighten,0.27332142
tile,0.20001851
tilt,0.34570533
timber,0.3364062
timely,0.19684756
timid,0.24151194
tip,0.08778589
tissue,0.20794134
title,0.22875872
toast,0.122785136
toe,0.17370318
toil,0.15823393
token,0.121557824
tolerable,0.28915983
tolerance,0.20028594
tolerant,0.39018863
tolerate,0.29992887
toll,0.2933943
tongue,0.18950143
topic,0.23776709
torch,0.25578976
torrent,0.5344912
torture,0.20106502
toss,0.16953132
tough,0.091514625
tourism,0.15895335
tow,0.04136922
towel,0.16847289
tower,0.2371332
trace,0.114613526
track,0.168979
tractor,0.3090887
tradition,0.18155739
tragedy,0.32132304
trail,0.07394063
traitor,0.1705415
tramp,0.2420887
trample,0.34879145
tranquil,0.21396694
transaction,0.49328354
transfer,0.17704278
transform,0.22718385
transformation,0.25806928
transistor,0.4722993
transit,0.18901068
transition,0.39039144
transmission,0.36488998
transmit,0.22725731
transparent,0.38332003
transplant,0.42649573
transport,0.2123251
trap,0.13440467
traverse,0.47203538
tray,0.1868385
tread,0.14909133
treason,0.46262336
treatment,0.26681054
treaty,0.0853807
tremble,0.39074638
tremendous,0.27900416
trench,0.34425768
trend,0.13125078
trial,0.23146626
tribe,0.23943219
tribute,0.40801337
trick,0.16869517
trickle,0.37210545
trifle,0.53999275
trigger,0.2933288
trim,0.22458328
triple,0.33683997
triumph,0.3117482
trivial,0.13937612
tropic,0.52357846
tropical,0.28933638
troublesome,0.6356892
trumpet,0.46254793
trunk,0.15730502
tub,0.2713224
tube,0.22540474
tuck,0.3949522
tug,0.091597095
tuition,0.22702676
tumble,0.4229426
tumult,0.5747807
tunnel,0.19161314
turbulent,0.650685
turnover,0.19040224
tutor,0.24260394
twig,0.4194712
twilight,0.26918656
twinkle,0.45890424
twist,0.12560092
typhoon,0.4535945
typical,0.19859023
tyranny,0.21049242
tyrant,0.42567727
tyre,0.3111621
ugly,0.18091
ultimate,0.16622351
ultimately,0.3461981
ultrasonic,0.7052045
ultraviolet,0.8085555
unanimous,0.74562925
unbearable,0.6598872
unconscious,0.5016074
uncover,0.3919144
underestimate,0.8881157
undergo,0.5491836
undergraduate,0.67167604
underground,0.26219517
underline,0.5493037
underlying,0.45519778
undermine,0.7050247
underneath,0.2674551
undertake,0.22297883
undertaking,0.54620564
undo,0.23564586
undoubtedly,0.735385
undue,0.37522948
uneasy,0.41133532
unfair,0.25215697
unfold,0.34302396
unfortunately,0.58287054
uniform,0.24943064
unique,0.15293936
unity,0.13300137
universal,0.17674011
universe,0.24300943
unlikely,0.23666239
unload,0.1977452
unprecedented,0.8124356
unsatisfactory,0.8430763
unstable,0.25032526
unwarranted,0.5534173
uphold,0.18509768
upright,0.083364025
upset,0.11161553
urban,0.30625722
urge,0.14502499
urgent,0.09676343
utensil,0.67517054
utility,0.15633437
utilization,0.5787009
utilize,0.27939782
utmost,0.588654
utter,0.23399115
utterance,0.47924936
vacancy,0.35131466
vacant,0.24163109
vacation,0.2743694
vaccinate,0.6919331
vacuum,0.41291413
vague,0.12208416
vain,0.09070976
valid,0.27218804
validity,0.37707013
valley,0.1392797
valve,0.19009748
vanish,0.16820313
vanity,0.24325244
vapor,0.16166523
variable,0.17674688
variance,0.14629027
variant,0.14875603
variation,0.18292639
varied,0.2157534
variety,0.209181
various,0.18109326
varnish,0.5663897
vary,0.08259675
vast,0.16300476
vault,0.18966587
vegetable,0.2684692
vehicle,0.13288897
veil,0.2494688
vein,0.3546289
velocity,0.2500875
vengeance,0.34925318
ventilate,0.75473326
ventilation,0.61113113
venture,0.23190096
verbal,0.17116337
verge,0.3956807
verify,0.33425298
versatile,0.51008576
verse,0.10577725
version,0.15434653
vertical,0.22316183
vessel,0.17962296
veteran,0.2120202
veto,0.33896807
vex,0.6460605
via,0.12916338
vibrate,0.3146177
vibration,0.39328143
vice,0.15721579
vicinity,0.36505884
vicious,0.4310054
victorious,0.41932195
victory,0.106970176
vigor,0.18382448
vigorous,0.33022198
vine,0.09830818
violate,0.25392047
violence,0.19554588
violent,0.1761548
violin,0.30522013
virtual,0.2252705
virtually,0.22925933
virtue,0.16184731
virus,0.21864711
viscous,0.7322739
visible,0.17406306
vision,0.087193176
visual,0.08398504
vital,0.3314395
vivid,0.22637522
vocation,0.51413244
vogue,0.17098561
void,0.13334797
volcano,0.14462638
volley,0.13395768
voltage,0.1976661
volume,0.12045
voluntary,0.26293153
volunteer,0.19874553
vote,0.047287337
voter,0.16786881
voucher,0.33495182
vow,0.18843563
vowel,0.11597692
voyage,0.21808593
vulgar,0.29864877
vulnerable,0.42994347
wade,0.31097823
wag,0.34647134
wage,0.09798163
wagon,0.11967849
waist,0.13069426
waive,0.24852012
wake,0.2036298
walnut,0.18379347
wander,0.39623702
ward,0.1868688
wardrobe,0.6419928
ware,0.18968606
warehouse,0.24389754
warfare,0.17983834
warrant,0.28902063
warrior,0.15828778
waterproof,0.35836172
waver,0.15848848
wax,0.20518613
weapon,0.18187931
weary,0.31102574
weather,0.22479919
weave,0.10946301
weaver,0.22820471
web,0.11720873
wedding,0.1987873
wedge,0.16272415
weed,0.17712155
weld,0.2187854
welfare,0.169939
whereas,0.35455486
whereby,0.32300806
whilst,0.18496571
whip,0.13286322
whirl,0.16866234
whisper,0.15352459
whistle,0.24410373
wholesale,0.23517501
wholesaler,0.35493186
wholesome,0.2849207
wicked,0.27428696
widespread,0.37272465
width,0.16042082
wield,0.07739104
wilderness,0.41285738
willow,0.23571183
winding,0.12829234
wisdom,0.123761825
wit,0.17999385
withdraw,0.18968832
withdrawal,0.31987697
wither,0.21387464
withhold,0.2436621
withstand,0.48500502
witness,0.14553875
woe,0.5088776
woods,0.11342404
wool,0.08130905
wording,0.123904586
worldwide,0.1595457
worst,0.22031611
worthwhile,0.33342656
wrap,0.09134986
wrath,0.21048436
wreck,0.36145777
wrench,0.31746513
wrestle,0.43079177
wretched,0.5575083
wring,0.5582425
wrinkle,0.33442333
